iter	Passed	Remaining
743	12140	20495
744	12160	20485
745	12174	20465
746	12190	20448
747	12204	20428
748	12223	20415
749	12236	20393
750	12254	20380
751	12266	20357
752	12283	20342
753	12299	20324
754	12309	20298
755	12325	20281
756	12349	20278
757	12365	20261
758	12378	20239
759	12398	20228
760	12411	20207
761	12427	20191
762	12446	20178
763	12462	20162
764	12482	20151
765	12496	20130
766	12506	20104
767	12516	20077
768	12530	20059
769	12549	20046
770	12563	20026
771	12573	20001
772	12584	19976
773	12601	19960
774	12613	19937
775	12631	19923
776	12641	19898
777	12657	19881
778	12676	19869
779	12692	19852
780	12703	19827
781	12714	19803
782	12732	19789
783	12748	19773
784	12763	19754
785	12779	19738
786	12794	19720
787	12809	19702
788	12826	19686
789	12835	19660
790	12853	19645
791	12873	19635
792	12890	19620
793	12905	19602
794	12921	19585
795	12941	19574
796	12955	19555
797	12974	19543
798	12987	19521
799	13001	19502
800	13014	19481
801	13030	19465
802	13046	19448
803	13060	19428
804	13076	19410
805	13086	19386
806	13104	19372
807	13120	19355
808	13129	19328
809	13143	19310
810	13154	19285
811	13176	19277
812	13192	19260
813	13208	19244
814	13222	19225
815	13237	19207
816	13249	19184
817	13259	19160
818	13274	19141
819	13288	19122
820	13313	19119
821	13330	19103
822	13345	19086
823	13356	19062
824	13374	19048
825	13389	19030
826	13398	19004
827	13409	18980
828	13421	18958
829	13435	18939
830	13449	18920
831	13467	18906
832	13489	18897
833	13506	18883
834	13529	18877
835	13542	18855
836	13553	18832
837	13566	18812
838	13580	18793
839	13592	18770
840	13603	18746
841	13615	18725
842	13631	18708
843	13644	18688
844	13658	18668
845	13675	18654
846	13698	18647
847	13717	18635
848	13733	18618
849	13746	18597
850	13757	18575
851	13773	18559
852	13783	18533
853	13795	18511
854	13819	18506
855	13835	18490
856	13850	18472
857	13859	18447
858	13871	18425
859	13886	18407
860	13896	18383
861	13914	18369
862	13928	18351
863	13943	18332
864	13956	18312
865	13974	18298
866	13985	18275
867	14001	18259
868	14015	18241
869	14031	18224
870	14046	18207
871	14058	18185
